google_place_id,name,site,category,phone,street,city,zipcode,state,latitude,longitude,working_hours,business_status,about,verified
ChIJjy21MDbXDIgRG8W0CUaifWM,Bankier Apartments,http://www.bankierapartments.com/,Apartment rental agency,+1 217-328-3770,406 E Green St,Champaign,61820,Illinois,40.1106605,-88.232315,"{""Monday"": ""8 AM-5 PM"", ""Tuesday"": ""8 AM-5 PM"", ""Wednesday"": ""8 AM-5 PM"", ""Thursday"": ""8 AM-5 PM"", ""Friday"": ""8 AM-5 PM"", ""Saturday"": ""10 AM-2 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJX_L4rUnXDIgR9TAeTC_hgXA,University Group,http://ugroupcu.com/,Apartment rental agency,+1 217-352-3182,309 S 1st St,Champaign,61820,Illinois,40.1132713,-88.2390489,"{""Monday"": ""10 AM-5 PM"", ""Tuesday"": ""10 AM-5 PM"", ""Wednesday"": ""10 AM-5 PM"", ""Thursday"": ""10 AM-5 PM"", ""Friday"": ""10 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Online appointments"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJh-fkijjXDIgRiBiW0D9azyk,Campustown Rentals,https://www.americancampus.com/student-apartments/il/champaign/campustown-rentals,Apartment rental agency,+1 217-366-3500,309 E Green St,Champaign,61820,Illinois,40.1100515,-88.2341603,"{""Monday"": ""10 AM-7 PM"", ""Tuesday"": ""10 AM-7 PM"", ""Wednesday"": ""10 AM-7 PM"", ""Thursday"": ""10 AM-7 PM"", ""Friday"": ""10 AM-7 PM"", ""Saturday"": ""10 AM-4 PM"", ""Sunday"": ""12-4 PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",TRUE
ChIJ7R36jEbXDIgRE_nknCuwSNY,MHM Properties,http://www.mhmproperties.com/,Apartment rental agency,+1 217-337-8852,303 S 5th St,Champaign,61820,Illinois,40.1140313,-88.2323501,"{""Monday"": ""9 AM-5 PM"", ""Tuesday"": ""9 AM-5 PM"", ""Wednesday"": ""9 AM-5 PM"", ""Thursday"": ""9 AM-5 PM"", ""Friday"": ""9 AM-5 PM"", ""Saturday"": ""12-4 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJByDnijjXDIgRqzV41TJw_dw,Roland Realty,http://www.roland-realty.com/,Apartment rental agency,+1 217-351-8900,901 S 1st St,Champaign,61820,Illinois,40.1077038,-88.2390656,"{""Monday"": ""10 AM-5 PM"", ""Tuesday"": ""10 AM-5 PM"", ""Wednesday"": ""10 AM-5 PM"", ""Thursday"": ""10 AM-5 PM"", ""Friday"": ""10 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,{},TRUE
ChIJ9ZF7HbTQDIgRN3IFh0qIrTY,Ramshaw Real Estate,https://ramshaw.com/,Apartment rental agency,+1 217-359-6400,505 W University Ave,Champaign,61820,Illinois,40.1160003,-88.2508795,"{""Monday"": ""8:30 AM-4:30 PM"", ""Tuesday"": ""8:30 AM-5 PM"", ""Wednesday"": ""8:30 AM-5 PM"", ""Thursday"": ""8:30 AM-5 PM"", ""Friday"": ""8:30 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJl3GbQTjXDIgRUIdCvHgdOY4,Community Property Management,http://cpm-apts.com/,Apartment rental agency,+1 217-328-3030,408 Kenwood Rd,Champaign,61821,Illinois,40.112127,-88.284729,"{""Monday"": ""8:30 AM-5 PM"", ""Tuesday"": ""8:30 AM-5 PM"", ""Wednesday"": ""8:30 AM-5 PM"", ""Thursday"": ""8:30 AM-5 PM"", ""Friday"": ""8:30 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Online appointments"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJ5yKD5jXXDIgRkGdSK3ffJl8,Green Street Realty,https://www.greenstrealty.com/,Apartment rental agency,+1 217-356-8750,510 S Neil St,Champaign,61820,Illinois,40.1107669,-88.2433132,"{""Monday"": ""8 AM-5 PM"", ""Tuesday"": ""8 AM-5 PM"", ""Wednesday"": ""8 AM-5 PM"", ""Thursday"": ""8 AM-5 PM"", ""Friday"": ""8 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJh-MjTT_XDIgREg4JSr55NBc,First Column,,Apartment rental agency,+1 217-689-2605,512 E Green St Apt B,Champaign,61820,Illinois,40.1105814,-88.2314749,"{""Monday"": ""9 AM-5 PM"", ""Tuesday"": ""9 AM-5 PM"", ""Wednesday"": ""9 AM-5 PM"", ""Thursday"": ""9 AM-5 PM"", ""Friday"": ""9 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJOclHQ0fXDIgRQ9hSGct0NsE,JSM Living,http://www.jsmliving.com/,Apartment rental agency,+1 217-359-6108,616 E Green St Suite D,Champaign,61820,Illinois,40.1105931,-88.2296109,"{""Monday"": ""9 AM-5 PM"", ""Tuesday"": ""9 AM-5 PM"", ""Wednesday"": ""9 AM-5 PM"", ""Thursday"": ""9 AM-5 PM"", ""Friday"": ""9 AM-5 PM"", ""Saturday"": ""10 AM-5 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJkUNL8TfXDIgRzbcTd3_-ijA,HERE Champaign,https://www.herechampaign.com/,Apartment building,+1 217-689-1572,308 E Green St,Champaign,61820,Illinois,40.1105109,-88.2342474,"{""Monday"": ""10 AM-7 PM"", ""Tuesday"": ""10 AM-7 PM"", ""Wednesday"": ""10 AM-7 PM"", ""Thursday"": ""10 AM-7 PM"", ""Friday"": ""10 AM-7 PM"", ""Saturday"": ""10 AM-5 PM"", ""Sunday"": ""12-5 PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJJ0oCYHTRDIgR2EzSDqUIy5E,Smile Student Living,https://www.smilestudentliving.com/,Apartment rental agency,+1 217-903-0440,615 S Wright St,Champaign,61820,Illinois,40.1109984,-88.2290655,"{""Monday"": ""9 AM-5 PM"", ""Tuesday"": ""9 AM-5 PM"", ""Wednesday"": ""9 AM-5 PM"", ""Thursday"": ""9 AM-5 PM"", ""Friday"": ""9 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJKT8w-rLXDIgRl0ZPbWM9JAs,Hub on Campus Champaign - Daniel,https://huboncampus.com/champaign/?utm_source=GoogleMyBusiness,Apartment building,+1 217-318-5771,812 S 6th St,Champaign,61820,Illinois,40.10815,-88.230137,"{""Monday"": ""10 AM-6 PM"", ""Tuesday"": ""10 AM-6 PM"", ""Wednesday"": ""10 AM-6 PM"", ""Thursday"": ""10 AM-6 PM"", ""Friday"": ""10 AM-6 PM"", ""Saturday"": ""12-4 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJq6qqqk7XDIgRuJ6D7S4FVhk,Hunters Pond Apartment Homes,https://www.hunterspond-apartments.com/?utm_source=GMB,Apartment complex,+1 217-903-4680,2717 Hunters Pond Run,Champaign,61820,Illinois,40.1483293,-88.2446949,"{""Monday"": ""9 AM-6 PM"", ""Tuesday"": ""9 AM-6 PM"", ""Wednesday"": ""9 AM-6 PM"", ""Thursday"": ""9 AM-6 PM"", ""Friday"": ""9 AM-6 PM"", ""Saturday"": ""10 AM-2 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJHd4nFzjXDIgRw23-k0Axqp8,212 East,https://www.212east.com/%3Fswitch_cls%5Bid%5D%3D98512,Apartment building,+1 217-318-5778,212 E Green St,Champaign,61820,Illinois,40.1104105,-88.2356253,"{""Monday"": ""9 AM-6 PM"", ""Tuesday"": ""9 AM-6 PM"", ""Wednesday"": ""9 AM-6 PM"", ""Thursday"": ""9 AM-6 PM"", ""Friday"": ""9 AM-6 PM"", ""Saturday"": ""10 AM-5 PM"", ""Sunday"": ""12-5 PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJr-EbgDTXDIgRDpkDYnR9rP8,JSJ Property Management,http://www.jsjmanagement.com/,Apartment rental agency,+1 217-352-5509,302 W Springfield Ave,Champaign,61820,Illinois,40.112886,-88.2473011,"{""Monday"": ""9 AM-4:30 PM"", ""Tuesday"": ""9 AM-4:30 PM"", ""Wednesday"": ""9 AM-4:30 PM"", ""Thursday"": ""9 AM-4:30 PM"", ""Friday"": ""9 AM-4:30 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Online appointments"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJreALlzXXDIgRZqemYCoMxfY,Next Chapter Properties,http://www.nextchapterproperties.com/,Apartment rental agency,+1 217-356-3511,217 S Neil St B,Champaign,61820,Illinois,40.1146098,-88.2438746,"{""Monday"": ""9 AM-6 PM"", ""Tuesday"": ""9 AM-6 PM"", ""Wednesday"": ""9 AM-6 PM"", ""Thursday"": ""9 AM-6 PM"", ""Friday"": ""9 AM-6 PM"", ""Saturday"": ""10 AM-4 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",FALSE
ChIJAQvvyjzRDIgRKOGCxDwF8Fk,Fairlawn Real Estate Property Management,https://www.fairlawnre.com/,Apartment rental agency,+1 217-239-4300,2500 Galen Dr UNIT 10,Champaign,61821,Illinois,40.0819865,-88.2623849,,OPERATIONAL,"{""Service options"": {""Online appointments"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJoUKqgmHXDIgRrZiClSE_GkA,The Linc,https://www.aspensquare.com/apartments/illinois/urbana/the-linc?utm_source=google,Apartment complex,+1 217-290-1076,1601 N Lincoln Ave,Urbana,61801,Illinois,40.1281638,-88.220178,"{""Monday"": ""8 AM-6 PM"", ""Tuesday"": ""8 AM-6 PM"", ""Wednesday"": ""8 AM-6 PM"", ""Thursday"": ""8 AM-6 PM"", ""Friday"": ""8 AM-6 PM"", ""Saturday"": ""10 AM-4 PM"", ""Sunday"": ""12-5 PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJq-_xxo_XDIgRQaOaC0HpKag,Town & Country Apartments,https://www.tandcapartments.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,Apartment complex,+1 217-689-5493,1032 Kerr Ave,Urbana,61802,Illinois,40.1222981,-88.1972664,"{""Monday"": ""8 AM-6 PM"", ""Tuesday"": ""8 AM-6 PM"", ""Wednesday"": ""8 AM-6 PM"", ""Thursday"": ""8 AM-6 PM"", ""Friday"": ""8 AM-6 PM"", ""Saturday"": ""10 AM-4 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJF0jJhNfXDIgRqLO-uHn9i4Q,Yugo Urbana Illinois,https://www.yugourbanaillinois.com/,Apartment building,+1 217-552-1201,410 N Lincoln Ave,Urbana,61801,Illinois,40.116014,-88.2191919,"{""Monday"": ""10 AM-7 PM"", ""Tuesday"": ""10 AM-7 PM"", ""Wednesday"": ""10 AM-7 PM"", ""Thursday"": ""10 AM-7 PM"", ""Friday"": ""10 AM-7 PM"", ""Saturday"": ""12-5 PM"", ""Sunday"": ""12-5 PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJMStDGsrXDIgRyPNO_VtZBPk,Stone Ridge Square Apartments,http://stoneridgesquare.com/,Apartment complex,+1 217-337-6567,1714 E Colorado Ave,Urbana,61802,Illinois,40.0949085,-88.1871458,"{""Monday"": ""8 AM-5 PM"", ""Tuesday"": ""8 AM-5 PM"", ""Wednesday"": ""8 AM-5 PM"", ""Thursday"": ""8 AM-5 PM"", ""Friday"": ""8 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJ5Sku2WzXDIgRUv6cWQoX9q0,901 Western Apartments,http://www.901western.com/?switch_cls[id]=97172,Apartment building,+1 217-689-1000,901 W Western Ave,Urbana,61801,Illinois,40.1120749,-88.2195665,"{""Monday"": ""9 AM-6 PM"", ""Tuesday"": ""9 AM-6 PM"", ""Wednesday"": ""9 AM-6 PM"", ""Thursday"": ""9 AM-6 PM"", ""Friday"": ""9 AM-6 PM"", ""Saturday"": ""10 AM-4 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJZ1Wg5rDXDIgRwsRBDwZ_PUw,Parkside Apartments,https://www.m2regroup.com/properties/parkside?utm_source=Core70,Apartment complex,+1 217-344-2072,1205 E Florida Ave,Urbana,61801,Illinois,40.0978454,-88.1941786,"{""Monday"": ""8 AM-5 PM"", ""Tuesday"": ""8 AM-5 PM"", ""Wednesday"": ""8 AM-5 PM"", ""Thursday"": ""8 AM-5 PM"", ""Friday"": ""8 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",TRUE
ChIJcT_bVWnXDIgRtRv8uFr4IxQ,Campus Circle,https://www.livecampuscircle.com/,Apartment building,+1 217-619-0116,1010 W University Ave,Urbana,61801,Illinois,40.1165658,-88.2219593,"{""Monday"": ""10 AM-7 PM"", ""Tuesday"": ""10 AM-7 PM"", ""Wednesday"": ""10 AM-7 PM"", ""Thursday"": ""10 AM-7 PM"", ""Friday"": ""10 AM-7 PM"", ""Saturday"": ""10 AM-5 PM"", ""Sunday"": ""1-5 PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJ7UGa5WTXDIgRA68v32Fz4_c,The Atrium,http://www.atriumurbana.com/,Apartment building,+1 217-328-5122,1306 N Lincoln Ave,Urbana,61801,Illinois,40.1245895,-88.2191991,"{""Monday"": ""8 AM-4 PM"", ""Tuesday"": ""8 AM-4 PM"", ""Wednesday"": ""8 AM-4 PM"", ""Thursday"": ""8 AM-4 PM"", ""Friday"": ""8 AM-4 PM"", ""Saturday"": ""10 AM-3 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJ06hDonPXDIgRwvaC5IF3CaA,Element on Main Apartments,https://chooseelement.com/,Apartment building,+1 217-384-5876,502 W Main St,Urbana,61801,Illinois,40.114352,-88.2132589,"{""Monday"": ""9 AM-5 PM"", ""Tuesday"": ""9 AM-5 PM"", ""Wednesday"": ""9 AM-5 PM"", ""Thursday"": ""9 AM-5 PM"", ""Friday"": ""9 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJNUZDVGLXDIgRpbLl-ZLq7YY,Capstone Quarters,http://www.capstonequarters.com/,Apartment complex,+1 217-367-7368,1901 N Lincoln Ave,Urbana,61801,Illinois,40.1299451,-88.2201183,"{""Monday"": ""8 AM-5 PM"", ""Tuesday"": ""8 AM-5 PM"", ""Wednesday"": ""8 AM-5 PM"", ""Thursday"": ""8 AM-5 PM"", ""Friday"": ""8 AM-5 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJhVL1izfXDIgRk7TCCsdAoJg,Latitude Apartments,https://www.livelatitude.com/,Apartment building,+1 217-305-7098,608 E University Ave,Champaign,61820,Illinois,40.1166544,-88.2297642,"{""Monday"": ""9 AM-6 PM"", ""Tuesday"": ""9 AM-6 PM"", ""Wednesday"": ""9 AM-6 PM"", ""Thursday"": ""9 AM-6 PM"", ""Friday"": ""9 AM-6 PM"", ""Saturday"": ""10 AM-5 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJEVA-T7XQDIgRWVzI8SDxx2I,Royse + Brinkmeyer Apartments,http://www.roysebrinkmeyer.com/,Apartment rental agency,+1 217-352-1129,211 W Springfield Ave,Champaign,61820,Illinois,40.112348,-88.246555,"{""Monday"": ""9 AM-5 PM"", ""Tuesday"": ""9 AM-5 PM"", ""Wednesday"": ""9 AM-5 PM"", ""Thursday"": ""9 AM-5 PM"", ""Friday"": ""9 AM-5 PM"", ""Saturday"": ""10 AM-3 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Online appointments"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}}",FALSE
ChIJN4K33c7XDIgRc3iISMg8KeQ,The Academy Campustown,https://www.theacademycampustown.com/,Apartment rental agency,+1 217-203-9500,708 S 6th St,Champaign,61820,Illinois,40.1095997,-88.2301132,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""12-4PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJ9QRWlUfXDIgR1kVVzyTTG58,Burnham 310,https://burnham310.com/contact/?switch_cls[id]=98541,Apartment building,+1 217-318-5798,310 E Springfield Ave,Champaign,61820,Illinois,40.1129271,-88.2347027,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""1-5PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",TRUE
ChIJVwa4HzHXDIgR5gMN95-tgJk,75 Armory Apartments,http://www.75armory.com/?switch_cls[id]=97172,Apartment building,+1 217-318-5804,75 E Armory Ave,Champaign,61820,Illinois,40.104935,-88.238893,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE
ChIJhVL1izfXDIgRrfXrI_kZw5Q,West Quad,https://www.westquad.com/,Apartment building,+1 217-878-2350,29 E Green St,Champaign,61820,Illinois,40.1100315,-88.2413648,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""12-5PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE
ChIJvVMTrrfXDIgRdBQruMcBD3c,The Pointe At U of I,https://www.pointe-ui.com/,Apartment complex,+1 217-337-3901,1601 E Florida Ave,Urbana,61802,Illinois,40.0978603,-88.1891294,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE
ChIJ4RcVWTnXDIgRcnQBIsfLJKg,Illini Tower Apartments,https://www.illinitoweruiuc.com/?utm_source=gbp,Student housing center,+1 855-975-1096,409 E Chalmers St,Champaign,61820,Illinois,40.1065889,-88.2323389,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""1-5PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",TRUE
ChIJ0yehl6XXDIgRtqPdtmcuKeU,ICON Apartment,https://www.iconchampaign.com/,Apartment building,+1 217-352-7945,309 E Springfield Ave,Champaign,61820,Illinois,40.112279,-88.2344933,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE
ChIJq0-EID_XDIgRGl5jbXhvDTY,The Dean Campustown,https://www.thedean.com/campustown/,Apartment building,+1 217-689-1111,708 S 6th St,Champaign,61820,Illinois,40.1095997,-88.2301132,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""12-4PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true}}",TRUE
ChIJZf6mSDjXDIgRoqhch8Qv118,The Tower at Third,https://www.americancampus.com/student-apartments/il/champaign/tower-at-3rd,Apartment building,+1 217-367-0720,302 E John St #100,Champaign,61820,Illinois,40.1092666,-88.2350029,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""12-4PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE
ChIJh-fkijjXDIgRIJb5AHnEiUM,309 Green,https://www.americancampus.com/student-apartments/il/champaign/309-green,Apartment building,+1 217-366-3500,309 E Green St,Champaign,61820,Illinois,40.1100515,-88.2341603,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""12-4PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE
ChIJAaRo_t7XDIgRHm74yxuRhKo,Seven07,https://liveseven07.com/?y_source=1_Mjg2NTExOTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Apartment building,+1 217-294-6260,707 S 4th St,Champaign,61820,Illinois,40.1096008,-88.2341874,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""12-4PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE
ChIJA3TSPJPXDIgROSgAeS0I2bw,Octave Apartments,https://liveatoctave.com/?utm_source=GMB,Apartment building,+1 217-363-2888,210 S 4th St,Champaign,61820,Illinois,40.1147027,-88.2330639,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""1-5PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",TRUE